__time,/Target/state.0,/Target/state.1,/Target/state.10,/Target/state.11,/Target/state.2,/Target/state.3,/Target/state.4,/Target/state.5,/Target/state.6,/Target/state.7,/Target/state.8,/Target/state.9,/model_state_calcs/state.0,/model_state_calcs/state.1,/model_state_calcs/state.10,/model_state_calcs/state.11,/model_state_calcs/state.2,/model_state_calcs/state.3,/model_state_calcs/state.4,/model_state_calcs/state.5,/model_state_calcs/state.6,/model_state_calcs/state.7,/model_state_calcs/state.8,/model_state_calcs/state.9,/model_state_calcs0/state.0,/model_state_calcs0/state.1,/model_state_calcs0/state.10,/model_state_calcs0/state.11,/model_state_calcs0/state.2,/model_state_calcs0/state.3,/model_state_calcs0/state.4,/model_state_calcs0/state.5,/model_state_calcs0/state.6,/model_state_calcs0/state.7,/model_state_calcs0/state.8,/model_state_calcs0/state.9,/model_state_calcs2/state.0,/model_state_calcs2/state.1,/model_state_calcs2/state.10,/model_state_calcs2/state.11,/model_state_calcs2/state.2,/model_state_calcs2/state.3,/model_state_calcs2/state.4,/model_state_calcs2/state.5,/model_state_calcs2/state.6,/model_state_calcs2/state.7,/model_state_calcs2/state.8,/model_state_calcs2/state.9,/model_state_calcs3/state.0,/model_state_calcs3/state.1,/model_state_calcs3/state.10,/model_state_calcs3/state.11,/model_state_calcs3/state.2,/model_state_calcs3/state.3,/model_state_calcs3/state.4,/model_state_calcs3/state.5,/model_state_calcs3/state.6,/model_state_calcs3/state.7,/model_state_calcs3/state.8,/model_state_calcs3/state.9,/model_state_calcs4/state.0,/model_state_calcs4/state.1,/model_state_calcs4/state.10,/model_state_calcs4/state.11,/model_state_calcs4/state.2,/model_state_calcs4/state.3,/model_state_calcs4/state.4,/model_state_calcs4/state.5,/model_state_calcs4/state.6,/model_state_calcs4/state.7,/model_state_calcs4/state.8,/model_state_calcs4/state.9,/model_state_calcs5/state.0,/model_state_calcs5/state.1,/model_state_calcs5/state.10,/model_state_calcs5/state.11,/model_state_calcs5/state.2,/model_state_calcs5/state.3,/model_state_calcs5/state.4,/model_state_calcs5/state.5,/model_state_calcs5/state.6,/model_state_calcs5/state.7,/model_state_calcs5/state.8,/model_state_calcs5/state.9,/mpc_solution/pitch,/mpc_solution/roll,/mpc_solution/thrust,/mpc_solution/yaw_rate,/true_state/state.0,/true_state/state.1,/true_state/state.10,/true_state/state.11,/true_state/state.2,/true_state/state.3,/true_state/state.4,/true_state/state.5,/true_state/state.6,/true_state/state.7,/true_state/state.8,/true_state/state.9
1738079382.930562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.067119,0.230882,-0.016874,2.000000,0.103891,0.107063,-0.197549,-0.276195,0.294095,0.143847,0.185814,2.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079382.930565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.061092,0.219308,-2.000000,2.000000,0.082137,0.100097,-0.322751,-0.573223,0.402627,0.062595,0.262182,2.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079382.930568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.052951,0.204161,-1.999999,2.000000,0.042758,-0.000675,-0.402660,-1.000000,0.452107,-0.070021,0.310703,-0.016857,,,,,,,,,,,,,,,,
1738079382.930925,-0.494791,0.028839,0.000000,0.000000,1.018342,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079382.931127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.070867,0.240463,0.008879,-0.039092,0.123233,-0.000183,0.001303,0.001661,-0.014158,-0.002321,-0.080568,-0.068967
1738079382.931427,-0.494761,0.028834,0.000000,0.000000,1.018339,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079382.931597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.070888,0.240218,-0.088470,-0.020132,0.123024,-0.000256,-0.000553,-0.000096,-0.016126,-0.018102,-0.079363,-0.060089
1738079382.931860,-0.494736,0.028847,0.000000,0.000000,1.018323,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079382.932023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.070896,0.240565,0.081055,-0.076948,0.123205,-0.000226,0.001691,0.001018,-0.021215,0.005729,-0.089839,-0.072592
1738079382.940666,-0.494738,0.028844,0.000000,0.000000,1.018339,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079382.940851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.070777,0.240273,-0.006903,0.001441,0.122997,0.000555,-0.000565,-0.000534,0.003550,-0.004878,-0.080622,0.097774
1738079382.950691,-0.494756,0.028847,0.000000,0.000000,1.018344,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079382.950878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.070738,0.240401,-0.005995,-0.017020,0.122933,0.000626,0.000372,-0.000757,-0.011251,-0.005072,-0.083626,-0.020364
1738079382.975921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.466218,-3.597602,34078.000000,-90.500740,,,,,,,,,,,,
1738079382.976007,,,,,,,,,,,,,-3.070628,0.240644,2.000000,-1.579536,0.121841,0.008069,0.014076,-0.043412,-0.062790,0.043044,-0.125362,-2.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079382.976017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.069149,0.242276,-0.023828,-2.000000,0.118849,0.050146,0.070203,-0.073996,-0.169349,0.081629,-0.219256,-2.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079382.976021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.064970,0.246642,-2.000000,-2.000000,0.110974,0.070068,0.162756,-0.233390,-0.273950,0.010454,-0.304931,-2.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079382.976030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.057873,0.253748,-2.000000,-2.000000,0.091270,0.025876,0.266603,-0.573499,-0.370773,-0.116065,-0.368119,-2.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079382.976033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.045522,0.261128,-2.000000,-2.000000,0.054899,-0.061372,0.390333,-1.000000,-0.461535,-0.247930,-0.419958,-1.999999,,,,,,,,,,,,,,,,
1738079382.976041,,,,,,,,,,,,,,,,,,,,,,,,,-3.070738,0.240401,-0.005995,-0.017020,0.122933,0.000626,0.000372,-0.000757,-0.011251,-0.005072,-0.083626,-0.020364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079382.976356,-0.494779,0.028850,0.000000,0.000000,1.018349,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079382.976546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.070730,0.240434,0.018287,-0.070694,0.123014,0.000484,0.000454,-0.000041,-0.010559,-0.001325,-0.093423,-0.010102
1738079382.976843,-0.494772,0.028838,0.000000,0.000000,1.018354,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079382.977011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.070630,0.240581,0.087662,-0.103890,0.122996,0.000936,0.001203,-0.000138,-0.008157,0.011152,-0.102490,0.007338
1738079382.981340,-0.494749,0.028845,0.000000,0.000000,1.018329,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079382.981507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.070492,0.240765,0.053418,-0.101006,0.123040,0.001487,0.001944,0.000164,-0.011242,0.009828,-0.107204,-0.013372
1738079382.990451,-0.494749,0.028838,0.000000,0.000000,1.018321,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079382.990638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.070249,0.240925,-0.074903,-0.044271,0.123153,0.002500,0.002325,0.000797,-0.017082,-0.008888,-0.102799,-0.044400
1738079383.000363,-0.494750,0.028845,0.000000,0.000000,1.018341,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079383.000488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.069985,0.241119,0.106216,-0.061094,0.122696,0.003329,0.002787,-0.002189,0.004187,0.017553,-0.107816,0.096532
1738079383.020596,,,,,,,,,,,,,-3.069501,0.241211,2.000000,-1.623610,0.121961,0.021530,0.007230,-0.027084,-0.044734,0.069178,-0.150939,-1.968000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079383.020612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.067114,0.242010,-0.023566,-2.000000,0.119877,0.077239,0.052371,-0.048317,-0.153065,0.109300,-0.245452,-2.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079383.020618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.061656,0.244841,-2.000000,-2.000000,0.113088,0.110440,0.136114,-0.206186,-0.260181,0.039425,-0.332337,-2.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079383.020624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.053344,0.249989,-2.000000,-2.000000,0.094323,0.075438,0.232129,-0.554465,-0.358827,-0.086273,-0.397075,-2.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079383.020630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.040225,0.254993,-2.000000,-2.000000,0.057956,-0.006132,0.344284,-1.000000,-0.450943,-0.217556,-0.450151,-2.000000,,,,,,,,,,,,,,,,
1738079383.020636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.963594,-2.563084,35049.000000,-93.026009,,,,,,,,,,,,
1738079383.020652,,,,,,,,,,,,,,,,,,,,,,,,,-3.069985,0.241119,0.106216,-0.061094,0.122696,0.003329,0.002787,-0.002189,0.004187,0.017553,-0.107816,0.096532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079383.020950,-0.494782,0.028835,0.000000,0.000000,1.018351,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079383.021155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.069929,0.240756,-0.135774,-0.063829,0.122869,0.002667,-0.000223,-0.000493,0.005672,-0.017468,-0.111327,0.076482
1738079383.021482,-0.494787,0.028841,0.000000,0.000000,1.018357,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079383.021622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.069804,0.241154,-0.060742,-0.109301,0.123102,0.002619,0.002229,0.001057,-0.001657,-0.011751,-0.122097,0.009567
1738079383.030994,-0.494779,0.028829,0.000000,0.000000,1.018332,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079383.031142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.069531,0.241218,0.066067,-0.078241,0.122836,0.003468,0.001947,-0.000857,0.000574,0.006347,-0.122385,0.020084
1738079383.040827,-0.494748,0.028847,0.000000,0.000000,1.018322,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079383.040947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.069479,0.240993,-0.017696,-0.083800,0.122866,0.002741,0.000012,-0.000423,-0.010253,-0.004311,-0.127224,-0.050907
1738079383.050901,-0.494719,0.028864,0.000000,0.000000,1.018336,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079383.050929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.069142,0.241444,0.084964,-0.049512,0.122979,0.003940,0.002713,0.000383,-0.010781,0.011915,-0.125699,-0.038803
1738079383.075881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.566042,-3.645309,34445.000000,-92.362381,,,,,,,,,,,,
1738079383.075908,,,,,,,,,,,,,-3.068651,0.241718,2.000000,-1.612028,0.122091,0.020109,0.015320,-0.036075,-0.063623,0.062239,-0.169143,-2.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079383.075916,,,,,,,,,,,,,,,,,,,,,,,,,-3.069142,0.241444,0.084964,-0.049512,0.122979,0.003940,0.002713,0.000383,-0.010781,0.011915,-0.125699,-0.038803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079383.075924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.066253,0.243103,-0.023291,-2.000000,0.119472,0.073861,0.069950,-0.061731,-0.172050,0.100595,-0.264047,-2.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079383.075931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.060597,0.246786,-2.000000,-2.000000,0.112076,0.105077,0.162007,-0.218612,-0.278252,0.029134,-0.349565,-2.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079383.075938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.051724,0.252806,-2.000000,-2.000000,0.092940,0.068449,0.264621,-0.561727,-0.376271,-0.097692,-0.412081,-2.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079383.075945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.037620,0.258473,-2.000000,-2.000000,0.056784,-0.013593,0.382216,-1.000000,-0.468125,-0.229862,-0.462947,-2.000000,,,,,,,,,,,,,,,,
1738079383.076251,-0.494767,0.028857,0.000000,0.000000,1.018346,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079383.076502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.069036,0.241122,-0.039244,-0.058663,0.123077,0.003395,-0.000034,0.000859,-0.000853,-0.004538,-0.129700,0.032410
1738079383.076813,-0.494776,0.028847,0.000000,0.000000,1.018359,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079383.076955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.068843,0.241263,-0.028291,-0.025268,0.123148,0.003534,0.000825,0.001023,-0.009575,-0.004675,-0.127067,-0.029650
1738079383.080647,-0.494790,0.028839,0.000000,0.000000,1.018339,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079383.080686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.068644,0.241319,0.025121,-0.063528,0.123311,0.003671,0.000910,0.001699,-0.002863,0.002812,-0.134707,0.019518
1738079383.090727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.068379,0.241444,-0.088375,-0.030125,0.123293,0.004160,0.001389,0.001076,0.005305,-0.014848,-0.132316,0.062672
1738079383.091160,-0.494742,0.028826,0.000000,0.000000,1.018331,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079383.101073,-0.494725,0.028851,0.000000,0.000000,1.018320,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079383.101185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.068185,0.241270,-0.033617,-0.044621,0.123150,0.004077,-0.000072,-0.000101,-0.008052,-0.010140,-0.136239,-0.036273
1738079383.123368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.141178,-3.424271,32866.000000,-92.082138,,,,,,,,,,,,
1738079383.123535,,,,,,,,,,,,,-3.067945,0.241438,2.000000,-1.607136,0.121527,0.010067,0.012605,-0.065293,-0.059765,0.037371,-0.179195,-2.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079383.123553,,,,,,,,,,,,,,,,,,,,,,,,,-3.068185,0.241270,-0.033617,-0.044621,0.123150,0.004077,-0.000072,-0.000101,-0.008052,-0.010140,-0.136239,-0.036273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079383.123560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.066352,0.242877,-0.023372,-2.000000,0.117299,0.052755,0.067549,-0.101474,-0.165831,0.076212,-0.273621,-2.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079383.123567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.061816,0.246744,-2.000000,-2.000000,0.108198,0.074594,0.161258,-0.254924,-0.269992,0.005369,-0.359544,-2.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079383.123573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.053851,0.252864,-2.000000,-2.000000,0.087788,0.033315,0.269787,-0.583803,-0.366471,-0.120889,-0.423272,-2.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079383.123580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.040088,0.258433,-2.000000,-2.000000,0.051510,-0.048928,0.397832,-1.000000,-0.456872,-0.252525,-0.475757,-2.000000,,,,,,,,,,,,,,,,
1738079383.123832,-0.494753,0.028841,0.000000,0.000000,1.018329,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079383.124074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.068006,0.241481,-0.016392,-0.034935,0.123344,0.003926,0.001214,0.001093,-0.006516,-0.008950,-0.136855,-0.016173
1738079383.124414,-0.494785,0.028837,0.000000,0.000000,1.018362,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079383.124568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.067723,0.241459,0.056922,0.004568,0.123071,0.004446,0.000719,-0.000876,-0.001822,0.002449,-0.132018,0.016840
1738079383.130112,-0.494800,0.028835,0.000000,0.000000,1.018358,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079383.130281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.067498,0.241191,-0.004020,-0.005910,0.123043,0.004460,-0.001106,-0.000780,0.011290,-0.004862,-0.133536,0.090461
1738079383.140127,-0.494757,0.028834,0.000000,0.000000,1.018345,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079383.140280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.067054,0.241574,0.052254,0.041233,0.122893,0.005791,0.001528,-0.001445,-0.005957,0.004316,-0.125975,-0.040157
1738079383.150110,-0.494741,0.028831,0.000000,0.000000,1.018322,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
